buy_in,multiplier,position,result,cev,adjusted_cev
1.0,4.0,3,-1.0,-300,-3.388719999999978
1.0,5.0,2,-1.0,-300,-152.74904
1.0,2.0,1,1.0,600,51.20924000000002
1.0,2.0,1,1.0,600,65.56142
1.0,3.0,2,-1.0,-300,-27.883159999999975
1.0,2.0,1,1.0,600,122.38650000000001
1.0,2.0,2,-1.0,-300,-14.73642000000001
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,1,1.0,600,572.62938
1.0,2.0,1,1.0,600,360.98832400000003
1.0,4.0,2,-1.0,-300,-97.02898
1.0,3.0,2,-1.0,-300,-300.0
1.0,2.0,1,1.0,600,428.716
1.0,5.0,2,-1.0,-300,144.02097000000003
1.0,2.0,3,-1.0,-300,-107.1584
1.0,2.0,2,-1.0,-300,-694.39482
1.0,2.0,2,-1.0,-300,-485.96220000000005
1.0,3.0,2,-1.0,-300,0.46847999999999956
1.0,10.0,1,9.0,600,206.0382810000001
1.0,2.0,1,1.0,600,309.16756000000004
1.0,2.0,3,-1.0,-300,49.048059999999964
1.0,2.0,3,-1.0,-300,-5.8213799999999765
1.0,2.0,1,1.0,600,176.80686000000003
1.0,3.0,2,-1.0,-300,-182.79057
1.0,2.0,3,-1.0,-300,-54.98310000000001
1.0,2.0,2,-1.0,-300,-1.4181100000000129
1.0,2.0,2,-1.0,-300,-300.0
1.0,5.0,1,4.0,600,97.45005999999995
1.0,2.0,3,-1.0,-300,-300.0
1.0,3.0,1,2.0,600,94.43285499999999
1.0,2.0,3,-1.0,-300,-26.17700000000002
1.0,3.0,3,-1.0,-300,-126.00319999999999
1.0,2.0,2,-1.0,-300,-127.33119000000002
1.0,2.0,1,1.0,600,59.14519999999999
1.0,2.0,1,1.0,600,-47.556439999999924
1.0,3.0,2,-1.0,-300,36.4452
1.0,2.0,2,-1.0,-300,273.48392
1.0,3.0,2,-1.0,-300,-171.32326
1.0,2.0,1,1.0,600,497.48036
1.0,3.0,1,2.0,600,467.7146
1.0,2.0,2,-1.0,-300,-41.78814
1.0,10.0,1,9.0,600,104.23536000000001
1.0,2.0,2,-1.0,-300,11.858099999999979
1.0,5.0,2,-1.0,-300,-700.6298199999999
1.0,3.0,1,2.0,600,391.62828
1.0,2.0,2,-1.0,-300,-6.303360000000026
1.0,4.0,3,-1.0,-300,-101.23910000000001
1.0,5.0,1,4.0,600,453.2958
1.0,4.0,3,-1.0,-300,49.42664499999995
1.0,2.0,1,1.0,600,129.51794999999998
1.0,4.0,2,-1.0,-300,-35.78125
1.0,3.0,3,-1.0,-300,-291.4563
1.0,3.0,2,-1.0,-300,-238.2628
1.0,5.0,2,-1.0,-300,193.52288
1.0,3.0,2,-1.0,-300,-312.05934
1.0,5.0,3,-1.0,-300,-7.106110000000001
1.0,2.0,2,-1.0,-300,25.41138000000001
1.0,2.0,2,-1.0,-300,-771.4458299999999
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,3,-1.0,-300,-122.25070000000002
1.0,3.0,3,-1.0,-300,-183.342306
1.0,2.0,1,1.0,600,600.0
1.0,2.0,3,-1.0,-300,-22.36607200000003
1.0,2.0,3,-1.0,-300,-7.785940000000039
1.0,2.0,2,-1.0,-300,570.43466
1.0,2.0,3,-1.0,-300,-91.09367999999998
1.0,3.0,1,2.0,600,600.0
1.0,2.0,1,1.0,600,188.37863000000002
1.0,4.0,1,3.0,600,17.656400000000076
1.0,3.0,1,2.0,600,114.46695
1.0,4.0,3,-1.0,-300,-216.38902000000002
1.0,2.0,1,1.0,600,309.2293249999999
1.0,2.0,1,1.0,600,-123.13705999999996
1.0,2.0,1,1.0,600,321.6185
1.0,2.0,3,-1.0,-300,-283.32032
1.0,2.0,1,1.0,600,600.0
1.0,3.0,1,2.0,600,289.4192500000001
1.0,2.0,2,-1.0,-300,-151.278224
1.0,2.0,1,1.0,600,316.21221
1.0,10.0,1,9.0,600,151.72475599999996
1.0,2.0,1,1.0,600,109.71917999999997
1.0,2.0,1,1.0,600,31.576900000000023
1.0,3.0,3,-1.0,-300,-108.90372000000002
1.0,2.0,1,1.0,600,141.18689999999998
1.0,5.0,3,-1.0,-300,-256.67968
1.0,3.0,2,-1.0,-300,-117.34814400000002
1.0,2.0,3,-1.0,-300,-196.41944999999998
1.0,2.0,2,-1.0,-300,-295.38750400000004
1.0,2.0,2,-1.0,-300,-34.23086000000001
1.0,2.0,2,-1.0,-300,25.239300000000014
1.0,2.0,1,1.0,600,-3.8808139999999867
1.0,2.0,3,-1.0,-300,30.199625000000047
1.0,3.0,1,2.0,600,-104.09381000000002
1.0,2.0,2,-1.0,-300,494.84475000000015
1.0,3.0,3,-1.0,-300,-173.56313
1.0,3.0,3,-1.0,-300,-300.0
1.0,3.0,1,2.0,600,255.40184999999997
1.0,2.0,1,1.0,600,329.39936
1.0,2.0,3,-1.0,-300,-300.0
1.0,3.0,1,2.0,600,52.913719999999984
1.0,2.0,3,-1.0,-300,-300.0
1.0,2.0,1,1.0,600,-67.52940000000001
1.0,2.0,3,-1.0,-300,-21.03037999999998
1.0,2.0,2,-1.0,-300,-191.44512
1.0,2.0,1,1.0,600,502.69761
1.0,2.0,1,1.0,600,267.02513
1.0,2.0,1,1.0,600,77.43196800000004
1.0,2.0,1,1.0,600,600.0
1.0,3.0,1,2.0,600,101.58908600000001
1.0,2.0,3,-1.0,-300,-83.4228
1.0,2.0,3,-1.0,-300,-36.73824000000002
1.0,2.0,2,-1.0,-300,-227.97608
1.0,3.0,3,-1.0,-300,-300.0
1.0,2.0,2,-1.0,-300,-147.45428999999996
1.0,2.0,3,-1.0,-300,32.95428000000004
1.0,2.0,1,1.0,600,16.76560999999998
1.0,3.0,1,2.0,600,310.3856800000001
1.0,2.0,1,1.0,600,-158.591266
1.0,3.0,2,-1.0,-300,628.67864
1.0,2.0,1,1.0,600,5.042529999999999
1.0,2.0,1,1.0,600,407.41204000000005
1.0,4.0,3,-1.0,-300,173.41329999999996
1.0,2.0,1,1.0,600,384.46272
1.0,3.0,2,-1.0,-300,256.21371999999997
1.0,2.0,1,1.0,600,276.23319999999995
1.0,3.0,1,2.0,600,68.32264600000008
1.0,2.0,3,-1.0,-300,-96.15216000000001
1.0,3.0,2,-1.0,-300,-383.0566
1.0,2.0,2,-1.0,-300,-173.19062000000002
1.0,2.0,1,1.0,600,11.475590000000068
1.0,10.0,1,9.0,600,-3.588679999999954
2.0,3.0,1,4.0,600,259.38483
2.0,2.0,1,2.0,600,362.8469400000001
2.0,3.0,1,4.0,600,266.49982
2.0,2.0,3,-2.0,-300,-68.65465999999999
2.0,2.0,3,-2.0,-300,-300.0
2.0,3.0,2,-2.0,-300,-21.833399999999983
2.0,3.0,2,-2.0,-300,-112.20324000000002
2.0,2.0,2,-2.0,-300,-438.53035
2.0,3.0,1,4.0,600,246.01074999999992
2.0,2.0,2,-2.0,-300,-340.35254000000003
2.0,2.0,2,-2.0,-300,-159.71317
2.0,2.0,3,-2.0,-300,-32.50868399999999
2.0,2.0,2,-2.0,-300,-64.80440000000002
2.0,2.0,3,-2.0,-300,59.545799999999986
2.0,3.0,2,-2.0,-300,-118.3596
2.0,3.0,1,4.0,600,498.611416
2.0,2.0,2,-2.0,-300,96.78578999999999
2.0,3.0,2,-2.0,-300,64.82451999999998
2.0,4.0,3,-2.0,-300,-181.89706
2.0,2.0,1,2.0,600,277.8949799999998
2.0,3.0,2,-2.0,-300,493.23963000000003
2.0,2.0,2,-2.0,-300,-63.13440000000003
2.0,2.0,1,2.0,600,-170.88682999999997
2.0,2.0,1,2.0,600,242.34146000000004
2.0,2.0,1,2.0,600,364.8705
2.0,4.0,1,6.0,600,-132.593925
2.0,2.0,2,-2.0,-300,-170.74581
2.0,3.0,2,-2.0,-300,188.16621000000004
2.0,4.0,3,-2.0,-300,-109.26243000000001
2.0,2.0,2,-2.0,-300,-81.67985999999999
2.0,2.0,2,-2.0,-300,-15.606670000000008
2.0,3.0,3,-2.0,-300,-283.26783
2.0,3.0,3,-2.0,-300,-275.219732
2.0,5.0,2,-2.0,-300,151.15679
2.0,2.0,1,2.0,600,185.16132000000007
2.0,3.0,2,-2.0,-300,-259.82184
2.0,2.0,2,-2.0,-300,-182.622
2.0,3.0,3,-2.0,-300,-284.26268
2.0,2.0,3,-2.0,-300,-74.96696
2.0,2.0,2,-2.0,-300,-37.44619000000006
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,3,-2.0,-300,-75.71271999999999
2.0,2.0,3,-2.0,-300,111.18875999999996
10.0,2.0,2,-10.0,-300,-136.00485799999998
2.0,4.0,1,6.0,600,600.0
2.0,2.0,1,2.0,600,179.77776
2.0,2.0,1,2.0,600,351.3227
2.0,2.0,1,2.0,600,275.05979
2.0,2.0,1,2.0,600,233.3277899999999
2.0,3.0,3,-2.0,-300,-9.76436000000001
2.0,2.0,1,2.0,600,197.40001000000004
2.0,2.0,2,-2.0,-300,158.2448800000001
2.0,2.0,1,2.0,600,594.8651640000002
2.0,2.0,2,-2.0,-300,-300.0
2.0,3.0,1,4.0,600,113.04942000000005
2.0,4.0,2,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,243.75976
2.0,2.0,3,-2.0,-300,-75.29808
2.0,2.0,2,-2.0,-300,-197.5061300000001
2.0,2.0,1,2.0,600,68.56485600000008
2.0,2.0,1,2.0,600,-194.45820000000003
2.0,2.0,3,-2.0,-300,107.68555999999998
2.0,2.0,2,-2.0,-300,160.43003000000004
2.0,2.0,1,2.0,600,28.403400000000033
2.0,2.0,2,-2.0,-300,-16.52352000000002
2.0,2.0,1,2.0,600,209.34172
2.0,5.0,1,8.0,600,58.79649999999998
2.0,2.0,2,-2.0,-300,-441.22092
2.0,3.0,3,-2.0,-300,41.99871999999998
2.0,5.0,2,-2.0,-300,-92.16432
2.0,3.0,2,-2.0,-300,-29.401599999999917
2.0,4.0,2,-2.0,-300,-61.78460999999999
2.0,2.0,1,2.0,600,448.60814999999997
2.0,2.0,1,2.0,600,222.41733
2.0,2.0,1,2.0,600,-218.12553999999992
2.0,5.0,2,-2.0,-300,-383.27078000000006
2.0,3.0,1,4.0,600,217.16291999999999
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,-123.24626000000012
2.0,2.0,3,-2.0,-300,46.76344499999999
2.0,2.0,2,-2.0,-300,-291.94338
2.0,2.0,2,-2.0,-300,-150.81998000000004
2.0,2.0,2,-2.0,-300,-15.289500000000032
2.0,3.0,1,4.0,600,32.90024
2.0,2.0,1,2.0,600,277.88338
2.0,4.0,1,6.0,600,769.24063
2.0,2.0,1,2.0,600,-106.121
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,572.402324
2.0,2.0,3,-2.0,-300,15.166200000000003
2.0,3.0,2,-2.0,-300,-110.53719999999998
2.0,4.0,2,-2.0,-300,-164.28333599999993
2.0,3.0,1,4.0,600,627.6955800000001
2.0,3.0,3,-2.0,-300,45.599449999999976
2.0,2.0,3,-2.0,-300,-170.808654
2.0,3.0,3,-2.0,-300,134.04427999999996
2.0,2.0,1,2.0,600,128.75459999999993
2.0,2.0,1,2.0,600,161.70354000000003
2.0,2.0,2,-2.0,-300,110.46625000000003
2.0,2.0,2,-2.0,-300,102.20884999999998
2.0,2.0,1,2.0,600,-116.52454200000004
2.0,2.0,1,2.0,600,227.81246
2.0,2.0,1,2.0,600,254.72041999999996
2.0,2.0,2,-2.0,-300,-118.42376999999999
2.0,3.0,1,4.0,600,134.0115749999999
2.0,2.0,3,-2.0,-300,-177.63915999999998
2.0,2.0,1,2.0,600,234.23932
2.0,3.0,3,-2.0,-300,166.13785
2.0,2.0,1,2.0,600,167.80287999999996
2.0,3.0,3,-2.0,-300,67.17645999999998
2.0,3.0,3,-2.0,-300,-77.885694
2.0,2.0,1,2.0,600,-41.45313200000001
2.0,3.0,1,4.0,600,-87.92983999999996
2.0,2.0,2,-2.0,-300,-90.15771999999998
2.0,2.0,2,-2.0,-300,198.63148799999996
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,3,-2.0,-300,-36.52317599999998
2.0,2.0,1,2.0,600,405.60562
2.0,4.0,2,-2.0,-300,327.53263999999996
2.0,2.0,1,2.0,600,-73.87487999999999
2.0,2.0,1,2.0,600,476.7908989999999
2.0,2.0,2,-2.0,-300,195.24939999999998
2.0,3.0,3,-2.0,-300,-25.02224000000001
2.0,2.0,3,-2.0,-300,-131.479344
2.0,3.0,2,-2.0,-300,-160.10296
2.0,3.0,2,-2.0,-300,307.04802
2.0,2.0,1,2.0,600,44.02801999999997
2.0,2.0,2,-2.0,-300,-35.95688000000001
2.0,2.0,2,-2.0,-300,24.87311999999997
2.0,2.0,2,-2.0,-300,-43.14196000000007
2.0,2.0,3,-2.0,-300,-48.515480000000025
2.0,2.0,2,-2.0,-300,177.25476000000003
2.0,2.0,1,2.0,600,235.51474800000005
2.0,2.0,3,-2.0,-300,-270.59572000000003
2.0,2.0,1,2.0,600,619.96676
2.0,2.0,1,2.0,600,-139.4899400000001
2.0,2.0,1,2.0,600,235.19513999999998
2.0,2.0,1,2.0,600,311.448464
2.0,3.0,3,-2.0,-300,-68.35935999999998
2.0,2.0,2,-2.0,-300,50.84961700000002
2.0,2.0,3,-2.0,-300,56.722339999999996
2.0,3.0,3,-2.0,-300,-300.0
2.0,2.0,3,-2.0,-300,-50.82768500000002
2.0,3.0,3,-2.0,-300,38.11164000000002
2.0,2.0,2,-2.0,-300,-43.186080000000004
2.0,2.0,2,-2.0,-300,43.78357999999997
2.0,2.0,3,-2.0,-300,-247.49234000000004
2.0,2.0,2,-2.0,-300,166.7308800000001
2.0,2.0,1,2.0,600,-8.145114999999933
2.0,3.0,1,4.0,600,12.49613000000005
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,3,-2.0,-300,-275.6006
2.0,3.0,3,-2.0,-300,-68.5779
2.0,2.0,1,2.0,600,266.6381200000001
2.0,4.0,1,6.0,600,178.23628799999994
2.0,2.0,1,2.0,600,-19.14561999999995
2.0,2.0,2,-2.0,-300,83.48918
2.0,3.0,2,-2.0,-300,-126.29756000000003
2.0,3.0,1,4.0,600,20.25428000000001
2.0,2.0,1,2.0,600,495.7717
2.0,3.0,1,4.0,600,147.147082
2.0,2.0,1,2.0,600,325.69320000000005
2.0,2.0,2,-2.0,-300,85.33425
2.0,3.0,1,4.0,600,34.27905000000004
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,62.19708000000006
2.0,2.0,2,-2.0,-300,-367.2695
2.0,2.0,1,2.0,600,199.01387
2.0,2.0,3,-2.0,-300,48.99899999999997
2.0,2.0,1,2.0,600,564.1625200000001
2.0,3.0,1,4.0,600,157.44737999999998
2.0,3.0,2,-2.0,-300,-145.31268
2.0,3.0,3,-2.0,-300,38.955040000000054
2.0,2.0,1,2.0,600,79.60202000000004
2.0,4.0,3,-2.0,-300,114.499462
2.0,3.0,1,4.0,600,126.19432000000006
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,385.20654
2.0,2.0,1,2.0,600,30.075486000000012
2.0,2.0,1,2.0,600,-111.10363999999993
2.0,2.0,3,-2.0,-300,172.94939999999997
2.0,4.0,1,6.0,600,589.5924
2.0,3.0,2,-2.0,-300,-132.47087000000005
2.0,2.0,2,-2.0,-300,-115.18810000000002
2.0,2.0,1,2.0,600,274.6181400000001
2.0,2.0,3,-2.0,-300,-276.094536
2.0,10.0,1,18.0,600,567.20367
2.0,4.0,3,-2.0,-300,-73.02999
2.0,3.0,1,4.0,600,-184.34104000000002
2.0,2.0,3,-2.0,-300,-258.80856
2.0,2.0,2,-2.0,-300,167.1079000000001
2.0,4.0,1,6.0,600,592.22166
2.0,2.0,2,-2.0,-300,73.35161
2.0,2.0,2,-2.0,-300,-3.04722000000001
2.0,2.0,2,-2.0,-300,71.96154600000003
2.0,2.0,3,-2.0,-300,57.226045
2.0,2.0,1,2.0,600,14.384920000000022
2.0,2.0,2,-2.0,-300,-101.13502399999999
2.0,4.0,2,-2.0,-300,-97.70024000000001
2.0,4.0,3,-2.0,-300,-2.84917999999999
2.0,2.0,1,2.0,600,376.81656
2.0,2.0,1,2.0,600,195.78389999999993
2.0,2.0,2,-2.0,-300,61.598040000000026
2.0,2.0,2,-2.0,-300,10.986599999999953
2.0,2.0,3,-2.0,-300,42.877100000000006
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,3,-2.0,-300,-247.99806
2.0,4.0,3,-2.0,-300,-125.51154
2.0,2.0,3,-2.0,-300,185.07207000000005
2.0,2.0,2,-2.0,-300,-220.07808
2.0,3.0,1,4.0,600,43.73014000000006
2.0,2.0,1,2.0,600,129.74761999999996
2.0,4.0,3,-2.0,-300,-267.9492
2.0,2.0,1,2.0,600,600.0
2.0,3.0,3,-2.0,-300,-241.22325
2.0,3.0,2,-2.0,-300,9.066120000000012
2.0,2.0,1,2.0,600,118.57526999999999
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,-83.32770000000008
2.0,2.0,2,-2.0,-300,138.90633999999997
2.0,2.0,3,-2.0,-300,-32.87712000000002
2.0,2.0,1,2.0,600,345.770295
2.0,2.0,1,2.0,600,567.64648
2.0,2.0,1,2.0,600,497.0546399999999
2.0,3.0,3,-2.0,-300,194.73664000000002
2.0,4.0,1,6.0,600,102.55372499999999
2.0,3.0,2,-2.0,-300,-300.0
2.0,3.0,3,-2.0,-300,-40.72136999999998
2.0,3.0,1,4.0,600,146.03423800000007
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,-104.25312
2.0,2.0,3,-2.0,-300,-20.33184
2.0,2.0,3,-2.0,-300,169.47983999999997
2.0,3.0,1,4.0,600,269.68545000000006
2.0,2.0,1,2.0,600,326.86751000000004
2.0,2.0,1,2.0,600,406.3782719999999
2.0,2.0,1,2.0,600,-89.01214499999998
2.0,2.0,2,-2.0,-300,-233.12264
2.0,2.0,2,-2.0,-300,347.053402
2.0,4.0,3,-2.0,-300,-213.91598
2.0,3.0,2,-2.0,-300,-202.66859
2.0,2.0,3,-2.0,-300,152.50359000000003
2.0,2.0,1,2.0,600,167.83734
2.0,2.0,1,2.0,600,600.0
2.0,3.0,2,-2.0,-300,-132.2145
2.0,3.0,2,-2.0,-300,-13.97478000000001
2.0,2.0,3,-2.0,-300,92.19583999999998
2.0,4.0,2,-2.0,-300,-483.7991
2.0,2.0,1,2.0,600,-61.65444000000005
2.0,3.0,2,-2.0,-300,-119.98330000000001
2.0,3.0,1,4.0,600,358.645806
2.0,2.0,1,2.0,600,677.37693
2.0,2.0,1,2.0,600,108.08753999999999
2.0,2.0,1,2.0,600,41.538319
2.0,50.0,1,78.0,600,534.2283199999999
2.0,2.0,2,-2.0,-300,79.09456
2.0,2.0,3,-2.0,-300,-36.2792
2.0,2.0,2,-2.0,-300,322.65549999999996
2.0,10.0,1,18.0,600,423.42792
2.0,3.0,3,-2.0,-300,-87.85395999999997
2.0,3.0,1,4.0,600,-18.716489000000024
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,-15.429510000000022
2.0,4.0,3,-2.0,-300,-282.9492
2.0,3.0,1,4.0,600,-73.93543999999997
2.0,2.0,2,-2.0,-300,-165.43843000000004
2.0,3.0,2,-2.0,-300,-222.12912
2.0,5.0,2,-2.0,-300,450.2564
2.0,3.0,3,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,163.13405
2.0,5.0,3,-2.0,-300,-27.879869999999983
2.0,2.0,1,2.0,600,-28.163160000000005
2.0,5.0,2,-2.0,-300,-82.34756399999998
2.0,2.0,1,2.0,600,94.53837999999992
2.0,3.0,1,4.0,600,600.0
2.0,2.0,2,-2.0,-300,-506.06892
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,-60.964550000000045
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,-300.0
2.0,3.0,2,-2.0,-300,95.80079999999998
2.0,2.0,1,2.0,600,490.592
2.0,2.0,1,2.0,600,39.970140000000015
2.0,2.0,3,-2.0,-300,-201.26979
2.0,3.0,3,-2.0,-300,197.8272
2.0,2.0,1,2.0,600,159.1554
2.0,2.0,1,2.0,600,183.96856000000005
2.0,2.0,1,2.0,600,76.25666000000011
2.0,2.0,1,2.0,600,470.53463
2.0,2.0,2,-2.0,-300,-300.0
2.0,3.0,2,-2.0,-300,-300.0
2.0,4.0,2,-2.0,-300,-24.67813799999999
2.0,2.0,2,-2.0,-300,75.10282000000001
2.0,3.0,1,4.0,600,11.956969999999899
2.0,4.0,2,-2.0,-300,60.17568
2.0,4.0,1,6.0,600,155.12995
2.0,2.0,2,-2.0,-300,-250.85222000000002
2.0,3.0,1,4.0,600,600.0
2.0,2.0,1,2.0,600,631.2744
2.0,2.0,1,2.0,600,352.14832
2.0,3.0,3,-2.0,-300,-134.77068
2.0,3.0,2,-2.0,-300,-122.83035800000002
2.0,4.0,3,-2.0,-300,41.16239999999999
2.0,2.0,2,-2.0,-300,-129.04545000000002
2.0,2.0,3,-2.0,-300,-183.25936000000002
2.0,2.0,2,-2.0,-300,-161.87269000000003
2.0,4.0,1,6.0,600,353.90625
2.0,4.0,1,6.0,600,219.52401000000003
2.0,2.0,2,-2.0,-300,47.416139999999984
2.0,2.0,1,2.0,600,-194.95340500000003
2.0,4.0,3,-2.0,-300,-5.378289999999993
2.0,3.0,2,-2.0,-300,-30.52758
2.0,5.0,2,-2.0,-300,-191.055374
2.0,2.0,1,2.0,600,250.61625000000006
2.0,2.0,3,-2.0,-300,-8.69362000000001
2.0,2.0,2,-2.0,-300,-58.49350000000004
2.0,2.0,2,-2.0,-300,-205.7374
2.0,5.0,1,8.0,600,-247.40954399999998
2.0,4.0,2,-2.0,-300,-243.02950000000004
2.0,4.0,3,-2.0,-300,-175.78386
2.0,2.0,2,-2.0,-300,-184.27712
2.0,2.0,1,2.0,600,586.5087599999999
2.0,3.0,2,-2.0,-300,-182.17155000000002
2.0,2.0,1,2.0,600,-27.315859999999986
2.0,3.0,1,4.0,600,11.518149999999991
2.0,5.0,1,8.0,600,251.2915
2.0,5.0,3,-2.0,-300,-71.71904
2.0,2.0,3,-2.0,-300,-21.144919999999956
2.0,4.0,2,-2.0,-300,-107.38767000000001
2.0,2.0,2,-2.0,-300,-111.28406999999999
2.0,3.0,1,4.0,600,-572.72478
2.0,2.0,1,2.0,600,196.25660999999997
2.0,2.0,2,-2.0,-300,77.05096000000003
2.0,3.0,3,-2.0,-300,-11.416239999999961
2.0,2.0,1,2.0,600,-123.73447999999996
2.0,2.0,1,2.0,600,149.97585999999995
2.0,5.0,3,-2.0,-300,-133.27525
2.0,2.0,3,-2.0,-300,-300.0
2.0,3.0,3,-2.0,-300,143.99174000000005
2.0,4.0,2,-2.0,-300,-107.34309999999994
2.0,2.0,3,-2.0,-300,1.3215959999999995
2.0,2.0,1,2.0,600,122.22055000000003
2.0,3.0,2,-2.0,-300,-116.99708000000001
2.0,3.0,2,-2.0,-300,-105.83119000000005
2.0,2.0,2,-2.0,-300,-3.866960000000006
2.0,2.0,1,2.0,600,177.92220000000003
2.0,3.0,2,-2.0,-300,-44.336149999999975
2.0,2.0,2,-2.0,-300,-224.7655200000001
2.0,2.0,1,2.0,600,-42.81989599999996
2.0,2.0,3,-2.0,-300,287.64160000000004
2.0,2.0,2,-2.0,-300,-300.0
2.0,4.0,3,-2.0,-300,-281.25732
2.0,3.0,2,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,127.64745999999997
2.0,2.0,3,-2.0,-300,-106.01055
2.0,3.0,3,-2.0,-300,-83.43258000000003
2.0,4.0,2,-2.0,-300,-99.72672
2.0,2.0,2,-2.0,-300,48.986819999999966
2.0,2.0,2,-2.0,-300,-113.75989999999999
2.0,2.0,3,-2.0,-300,63.261919999999975
2.0,2.0,2,-2.0,-300,-66.65034
2.0,2.0,3,-2.0,-300,68.44243999999998
2.0,10.0,3,-2.0,-300,-93.06652
2.0,2.0,1,2.0,600,499.89615
2.0,2.0,1,2.0,600,434.06949
2.0,5.0,2,-2.0,-300,144.71795999999995
2.0,2.0,2,-2.0,-300,-31.889127999999985
2.0,2.0,1,2.0,600,665.30528
2.0,3.0,2,-2.0,-300,-73.3291899999999
2.0,2.0,2,-2.0,-300,-340.24673
2.0,2.0,1,2.0,600,73.75470000000007
2.0,3.0,1,4.0,600,103.38504000000003
2.0,2.0,1,2.0,600,148.76989999999995
2.0,2.0,1,2.0,600,24.572599999999994
2.0,10.0,1,18.0,600,-154.63835000000012
2.0,3.0,2,-2.0,-300,-255.3210100000001
2.0,2.0,1,2.0,600,87.81599
2.0,2.0,1,2.0,600,572.40966
2.0,2.0,2,-2.0,-300,-130.72979999999995
2.0,2.0,1,2.0,600,408.98424
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,399.67536000000007
2.0,3.0,1,4.0,600,9.46786000000003
2.0,3.0,3,-2.0,-300,-47.19830999999999
2.0,2.0,3,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,-222.17987999999997
2.0,2.0,1,2.0,600,-28.231896000000006
2.0,3.0,3,-2.0,-300,-105.06706
2.0,2.0,2,-2.0,-300,-132.29736
2.0,3.0,2,-2.0,-300,-108.44354999999997
2.0,3.0,2,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,310.5600299999999
2.0,4.0,2,-2.0,-300,-96.936
2.0,2.0,3,-2.0,-300,-181.42079999999999
2.0,2.0,3,-2.0,-300,-126.87407000000002
2.0,3.0,1,4.0,600,358.49453500000004
2.0,10.0,2,-2.0,-300,40.19098399999996
2.0,2.0,1,2.0,600,415.728528
2.0,4.0,1,6.0,600,57.751199999999926
2.0,2.0,1,2.0,600,150.57239999999996
2.0,2.0,1,2.0,600,345.77604
2.0,4.0,1,6.0,600,235.83228899999997
2.0,2.0,1,2.0,600,456.66876
2.0,2.0,1,2.0,600,-70.75554999999994
2.0,2.0,2,-2.0,-300,13.644900000000007
2.0,2.0,2,-2.0,-300,-74.99538000000001
2.0,3.0,1,4.0,600,-11.454880000000003
2.0,2.0,2,-2.0,-300,127.52464
2.0,4.0,2,-2.0,-300,93.88596000000001
2.0,4.0,2,-2.0,-300,87.59191999999996
2.0,3.0,1,4.0,600,168.93789999999998
2.0,3.0,1,4.0,600,236.32691000000005
2.0,2.0,2,-2.0,-300,-165.57475
2.0,5.0,2,-2.0,-300,-300.0
2.0,2.0,2,-2.0,-300,114.05593599999997
2.0,2.0,3,-2.0,-300,-117.344
2.0,2.0,2,-2.0,-300,-114.88034999999999
2.0,3.0,1,4.0,600,67.27621999999997
2.0,5.0,1,8.0,600,688.4766
2.0,2.0,3,-2.0,-300,33.149609999999996
2.0,3.0,1,4.0,600,-33.42827999999997
2.0,3.0,1,4.0,600,179.37280000000004
2.0,3.0,2,-2.0,-300,85.34553999999997
2.0,3.0,3,-2.0,-300,-248.93556
2.0,2.0,2,-2.0,-300,-257.4512
2.0,2.0,2,-2.0,-300,-457.44713000000013
2.0,2.0,3,-2.0,-300,-149.76299
2.0,2.0,3,-2.0,-300,-222.67441000000002
2.0,2.0,2,-2.0,-300,85.00992000000002
2.0,2.0,2,-2.0,-300,-84.49044900000007
2.0,2.0,1,2.0,600,59.580826
2.0,4.0,1,6.0,600,534.94109
2.0,2.0,2,-2.0,-300,-145.29054
2.0,3.0,2,-2.0,-300,-427.82962
2.0,2.0,3,-2.0,-300,-148.89864
2.0,2.0,2,-2.0,-300,-58.00039000000001
2.0,3.0,1,4.0,600,539.0808
2.0,2.0,2,-2.0,-300,-375.46265999999997
2.0,3.0,1,4.0,600,276.37476000000004
2.0,2.0,3,-2.0,-300,-13.642319999999984
