buy_in,multiplier,position,result,cev,adjusted_cev
1.0,2.0,1,1.0,600,85.23208
1.0,2.0,1,1.0,600,9.618679999999998
1.0,2.0,1,1.0,600,367.5
1.0,4.0,1,3.0,600,163.90107999999998
1.0,2.0,2,-1.0,-300,-176.63867499999998
1.0,3.0,1,2.0,600,-93.89134
1.0,2.0,1,1.0,600,894.9115739999997
1.0,3.0,1,2.0,600,278.64499
1.0,3.0,2,-1.0,-300,-165.0079879999999
1.0,2.0,1,1.0,600,407.13041400000003
1.0,2.0,3,-1.0,-300,-108.14922
1.0,2.0,3,-1.0,-300,86.25024000000002
1.0,2.0,1,1.0,600,71.13542999999999
1.0,2.0,1,1.0,600,166.75030000000004
1.0,2.0,1,1.0,600,410.272494
1.0,2.0,2,-1.0,-300,319.4754
1.0,3.0,2,-1.0,-300,-245.66895000000002
1.0,2.0,1,1.0,600,-4.449569999999994
1.0,3.0,1,2.0,600,594.17847
1.0,3.0,1,2.0,600,337.60484
1.0,2.0,2,-1.0,-300,240.75423999999998
1.0,3.0,3,-1.0,-300,114.91573
1.0,2.0,3,-1.0,-300,-242.07389999999987
1.0,5.0,3,-1.0,-300,-102.583
1.0,2.0,2,-1.0,-300,-234.57253000000003
1.0,2.0,2,-1.0,-300,-35.01715999999999
1.0,3.0,2,-1.0,-300,82.85725000000002
5.0,3.0,2,-5.0,-300,-109.16637999999995
1.0,2.0,2,-1.0,-300,-208.54629999999992
1.0,2.0,2,-1.0,-300,26.90540999999996
1.0,2.0,3,-1.0,-300,-101.9936235
1.0,2.0,2,-1.0,-300,71.37724000000003
1.0,2.0,3,-1.0,-300,-265.4004
1.0,2.0,2,-1.0,-300,153.26430000000002
1.0,3.0,1,2.0,600,290.22207000000003
1.0,3.0,1,2.0,600,314.1843400000001
1.0,3.0,2,-1.0,-300,-298.93068
1.0,2.0,3,-1.0,-300,-300.0
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,3,-1.0,-300,-90.51131000000001
1.0,2.0,2,-1.0,-300,247.02688000000003
1.0,2.0,1,1.0,600,244.83650000000006
1.0,2.0,1,1.0,600,128.65256
1.0,2.0,2,-1.0,-300,-60.22721999999999
1.0,3.0,1,2.0,600,225.05352
1.0,3.0,1,2.0,600,423.61828
1.0,2.0,3,-1.0,-300,-286.00342
1.0,2.0,2,-1.0,-300,45.00668999999999
1.0,2.0,2,-1.0,-300,-279.01622
1.0,3.0,3,-1.0,-300,-173.629665
1.0,3.0,3,-1.0,-300,-14.593450000000018
1.0,2.0,1,1.0,600,191.91140000000001
1.0,3.0,1,2.0,600,207.45252000000002
1.0,2.0,3,-1.0,-300,-300.0
1.0,2.0,2,-1.0,-300,-303.6306799999999
1.0,2.0,2,-1.0,-300,166.71139
1.0,2.0,1,1.0,600,154.70226000000008
1.0,2.0,2,-1.0,-300,-6.8604400000000965
1.0,2.0,1,1.0,600,210.38565999999997
1.0,2.0,3,-1.0,-300,30.58585999999997
1.0,3.0,1,2.0,600,120.83281000000002
1.0,3.0,2,-1.0,-300,56.191560000000024
1.0,2.0,2,-1.0,-300,173.57418999999993
2.0,3.0,1,4.0,600,600.0
2.0,2.0,3,-2.0,-300,56.09343999999999
2.0,3.0,3,-2.0,-300,-300.0
2.0,3.0,2,-2.0,-300,-232.37743999999998
2.0,3.0,1,4.0,600,-132.3407200000001
2.0,2.0,2,-2.0,-300,61.68943999999999
2.0,2.0,1,2.0,600,370.41741999999994
2.0,2.0,3,-2.0,-300,-84.81096800000002
2.0,3.0,3,-2.0,-300,-186.1818
2.0,2.0,1,2.0,600,-79.23932000000002
2.0,2.0,3,-2.0,-300,-11.514639999999986
2.0,3.0,1,4.0,600,-430.2473000000001
2.0,2.0,1,2.0,600,-332.01181999999994
2.0,2.0,2,-2.0,-300,-163.34120000000007
2.0,2.0,2,-2.0,-300,76.33063999999996
2.0,2.0,2,-2.0,-300,-160.742154
2.0,2.0,2,-2.0,-300,-320.32287800000006
2.0,2.0,3,-2.0,-300,-281.87988
2.0,2.0,1,2.0,600,-215.14396
2.0,2.0,1,2.0,600,103.41823999999994
2.0,5.0,3,-2.0,-300,-50.274649999999994
2.0,4.0,1,6.0,600,179.45339999999993
2.0,3.0,1,4.0,600,74.911608
2.0,2.0,2,-2.0,-300,-350.93492000000003
2.0,2.0,1,2.0,600,178.99811999999997
2.0,3.0,1,4.0,600,46.85061999999998
2.0,2.0,3,-2.0,-300,-3.4998259999999846
2.0,4.0,2,-2.0,-300,720.363055
2.0,2.0,3,-2.0,-300,-372.4071
2.0,2.0,1,2.0,600,213.32834400000002
2.0,2.0,2,-2.0,-300,-188.77183000000002
2.0,2.0,1,2.0,600,284.48351999999994
2.0,2.0,3,-2.0,-300,-300.0
2.0,4.0,3,-2.0,-300,197.77654
2.0,2.0,3,-2.0,-300,116.36705999999998
2.0,3.0,1,4.0,600,-268.77707
2.0,2.0,3,-2.0,-300,-244.01118
2.0,2.0,1,2.0,600,18.613419999999962
2.0,4.0,1,6.0,600,326.70438
2.0,3.0,1,4.0,600,600.0
2.0,4.0,1,6.0,600,600.0
2.0,10.0,3,-2.0,-300,-49.32746999999998
2.0,4.0,2,-2.0,-300,507.2014199999999
2.0,2.0,2,-2.0,-300,-221.00354
2.0,2.0,2,-2.0,-300,83.51557999999997
2.0,2.0,1,2.0,600,167.29246
2.0,2.0,2,-2.0,-300,203.15033999999997
2.0,4.0,1,6.0,600,151.53351999999995
2.0,2.0,3,-2.0,-300,36.84065999999996
2.0,2.0,2,-2.0,-300,-123.2202
2.0,4.0,3,-2.0,-300,-23.113320000000034
2.0,2.0,1,2.0,600,424.8044
2.0,5.0,3,-2.0,-300,-216.02052
2.0,3.0,3,-2.0,-300,-158.66085
2.0,2.0,3,-2.0,-300,63.940200000000004
2.0,2.0,1,2.0,600,-39.25064000000003
2.0,2.0,2,-2.0,-300,-71.97528
2.0,2.0,1,2.0,600,112.23640000000002
2.0,4.0,1,6.0,600,89.80676199999996
2.0,2.0,1,2.0,600,286.10582
2.0,2.0,1,2.0,600,47.11388000000005
2.0,2.0,1,2.0,600,-119.29836000000012
2.0,3.0,3,-2.0,-300,-51.10352
2.0,2.0,3,-2.0,-300,10.361290000000054
2.0,3.0,1,4.0,600,-42.45613999999995
2.0,2.0,2,-2.0,-300,-175.025486
2.0,3.0,2,-2.0,-300,-300.0
2.0,5.0,2,-2.0,-300,36.82016999999999
2.0,2.0,3,-2.0,-300,42.61944
2.0,2.0,2,-2.0,-300,-372.28768
2.0,2.0,3,-2.0,-300,-70.61995999999999
2.0,3.0,1,4.0,600,521.9361000000001
2.0,10.0,1,18.0,600,-189.44348000000002
2.0,5.0,3,-2.0,-300,-294.40674
2.0,5.0,3,-2.0,-300,-178.76722
2.0,3.0,1,4.0,600,-298.85537000000005
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,518.05415
2.0,2.0,2,-2.0,-300,135.15023500000004
2.0,2.0,1,2.0,600,436.9113900000001
2.0,2.0,2,-2.0,-300,-145.22589000000002
2.0,2.0,2,-2.0,-300,187.88162000000003
2.0,3.0,1,4.0,600,347.43793999999997
2.0,2.0,3,-2.0,-300,-194.28699999999998
2.0,2.0,1,2.0,600,80.05120999999998
2.0,2.0,2,-2.0,-300,-300.0
2.0,2.0,1,2.0,600,83.43662999999998
2.0,4.0,3,-2.0,-300,60.39915000000002
2.0,5.0,2,-2.0,-300,-80.77876000000003
2.0,2.0,2,-2.0,-300,-310.4104
2.0,2.0,2,-2.0,-300,-343.9925400000002
2.0,2.0,2,-2.0,-300,-232.13741000000002
2.0,2.0,3,-2.0,-300,-82.93342999999999
2.0,2.0,3,-2.0,-300,44.164800000000014
2.0,2.0,2,-2.0,-300,-100.05833999999999
2.0,2.0,1,2.0,600,-312.49959999999993
1.0,2.0,2,-1.0,-300,-49.643579999999986
1.0,3.0,2,-1.0,-300,-115.30205999999998
1.0,2.0,1,1.0,600,57.17258000000004
1.0,3.0,1,2.0,600,600.0
1.0,3.0,1,2.0,600,256.36366
1.0,2.0,1,1.0,600,298.2986199999999
1.0,2.0,1,1.0,600,-201.59401000000003
1.0,10.0,1,9.0,600,111.12193000000002
1.0,2.0,1,1.0,600,527.2595699999999
1.0,2.0,2,-1.0,-300,-130.59312
1.0,3.0,3,-1.0,-300,-55.66630000000001
1.0,3.0,2,-1.0,-300,-267.12345
1.0,2.0,3,-1.0,-300,-300.0
1.0,2.0,2,-1.0,-300,-294.78652999999997
1.0,3.0,1,2.0,600,333.77439000000004
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,2,-1.0,-300,-400.55654300000003
1.0,2.0,3,-1.0,-300,-117.54304800000006
1.0,2.0,3,-1.0,-300,-201.85406999999998
1.0,3.0,1,2.0,600,531.03506
1.0,2.0,1,1.0,600,165.98847000000004
1.0,2.0,2,-1.0,-300,-3.442219999999949
1.0,2.0,3,-1.0,-300,-282.34376
1.0,2.0,3,-1.0,-300,-25.14671999999996
1.0,3.0,2,-1.0,-300,110.09865999999994
1.0,2.0,3,-1.0,-300,-140.44914
1.0,3.0,2,-1.0,-300,-134.36865000000006
1.0,2.0,3,-1.0,-300,-300.0
1.0,4.0,3,-1.0,-300,-300.0
1.0,3.0,2,-1.0,-300,-149.1795620000001
1.0,4.0,3,-1.0,-300,-20.153999999999996
1.0,2.0,1,1.0,600,-69.70813000000004
1.0,2.0,3,-1.0,-300,210.93051000000003
1.0,2.0,3,-1.0,-300,-300.0
1.0,5.0,1,4.0,600,218.19815799999998
1.0,2.0,3,-1.0,-300,-19.87808000000001
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,1,1.0,600,286.33660999999995
1.0,2.0,3,-1.0,-300,-189.375
1.0,2.0,2,-1.0,-300,100.77168
1.0,10.0,2,-1.0,-300,62.944259999999986
1.0,3.0,1,2.0,600,9.799289999999985
1.0,2.0,3,-1.0,-300,64.62863399999996
1.0,5.0,3,-1.0,-300,-300.0
1.0,3.0,2,-1.0,-300,287.93451200000004
1.0,2.0,2,-1.0,-300,-254.677772
1.0,2.0,3,-1.0,-300,-66.75776000000002
1.0,2.0,1,1.0,600,26.100580000000036
1.0,3.0,2,-1.0,-300,-74.63417299999992
1.0,5.0,3,-1.0,-300,-300.0
1.0,4.0,2,-1.0,-300,-3.818809999999985
1.0,3.0,1,2.0,600,400.76652
1.0,4.0,3,-1.0,-300,-8.996800000000007
1.0,3.0,2,-1.0,-300,54.51980999999992
1.0,2.0,2,-1.0,-300,-191.39656000000002
1.0,3.0,3,-1.0,-300,-300.0
1.0,3.0,1,2.0,600,600.0
1.0,3.0,3,-1.0,-300,-82.8468
1.0,3.0,2,-1.0,-300,294.1042800000001
1.0,3.0,3,-1.0,-300,84.46301
1.0,2.0,2,-1.0,-300,-169.68725999999992
1.0,4.0,1,3.0,600,485.19524
1.0,3.0,1,2.0,600,414.68988
1.0,3.0,3,-1.0,-300,37.23647999999997
1.0,2.0,3,-1.0,-300,-140.47108
1.0,3.0,3,-1.0,-300,487.04558000000003
1.0,2.0,1,1.0,600,-3.786599999999936
1.0,3.0,1,2.0,600,-4.706189999999992
1.0,4.0,1,3.0,600,511.05078
1.0,2.0,3,-1.0,-300,-123.63531999999998
1.0,3.0,3,-1.0,-300,-5.566199999999981
1.0,2.0,2,-1.0,-300,-71.31160999999994
1.0,3.0,1,2.0,600,154.58527999999995
1.0,2.0,1,1.0,600,346.02419
1.0,2.0,1,1.0,600,163.18844
1.0,2.0,2,-1.0,-300,-97.43298000000001
1.0,3.0,2,-1.0,-300,187.95915000000002
1.0,3.0,3,-1.0,-300,-300.0
1.0,2.0,1,1.0,600,88.96025
1.0,2.0,3,-1.0,-300,165.65424000000002
1.0,2.0,2,-1.0,-300,-281.284634
1.0,3.0,3,-1.0,-300,44.75100000000003
1.0,2.0,3,-1.0,-300,46.224500000000006
1.0,2.0,1,1.0,600,31.14274000000006
1.0,2.0,1,1.0,600,272.05827
1.0,3.0,1,2.0,600,434.58002
1.0,3.0,2,-1.0,-300,87.34580000000005
1.0,3.0,1,2.0,600,323.75976
1.0,3.0,1,2.0,600,170.05864000000003
1.0,10.0,1,9.0,600,614.61912
1.0,2.0,1,1.0,600,-51.35766000000001
1.0,3.0,1,2.0,600,-67.79740000000001
1.0,2.0,3,-1.0,-300,125.90339999999998
1.0,2.0,3,-1.0,-300,-58.21271999999999
1.0,2.0,3,-1.0,-300,84.04185999999999
1.0,3.0,1,2.0,600,-179.90908000000007
1.0,2.0,1,1.0,600,291.002246
1.0,4.0,1,3.0,600,-204.70226000000002
5.0,2.0,1,5.0,600,21.414326000000017
5.0,3.0,3,-5.0,-300,-121.106
2.0,3.0,1,4.0,600,39.24382000000003
2.0,2.0,2,-2.0,-300,47.80304000000001
2.0,2.0,3,-2.0,-300,48.354479999999995
2.0,2.0,1,2.0,600,195.16129
2.0,2.0,2,-2.0,-300,-175.41469999999998
2.0,3.0,2,-2.0,-300,-151.4649
2.0,2.0,3,-2.0,-300,-101.58720000000002
2.0,2.0,3,-2.0,-300,48.857500000000016
2.0,3.0,3,-2.0,-300,117.37302000000001
2.0,3.0,1,4.0,600,377.5547999999999
2.0,2.0,2,-2.0,-300,277.495128
2.0,2.0,3,-2.0,-300,-61.45520000000002
2.0,2.0,3,-2.0,-300,-216.61396000000002
2.0,2.0,2,-2.0,-300,63.50117999999999
2.0,2.0,2,-2.0,-300,-165.49575000000002
2.0,3.0,3,-2.0,-300,-128.4546
5.0,2.0,1,5.0,600,600.0
1.0,3.0,2,-1.0,-300,-19.024989999999974
1.0,2.0,2,-1.0,-300,-512.3120799999999
1.0,2.0,2,-1.0,-300,-99.21114
1.0,2.0,2,-1.0,-300,-157.27546
1.0,3.0,3,-1.0,-300,-181.984575
1.0,2.0,3,-1.0,-300,-48.29687799999999
1.0,2.0,1,1.0,600,153.174192
1.0,2.0,3,-1.0,-300,6.503268000000006
1.0,2.0,3,-1.0,-300,10.046550000000025
1.0,2.0,2,-1.0,-300,275.1482600000001
1.0,2.0,2,-1.0,-300,-197.97320000000002
1.0,2.0,3,-1.0,-300,-123.98447999999999
1.0,5.0,3,-1.0,-300,47.89032000000003
1.0,3.0,3,-1.0,-300,-167.16666999999998
1.0,2.0,3,-1.0,-300,-230.07912000000002
1.0,3.0,1,2.0,600,371.33296000000007
1.0,3.0,1,2.0,600,600.0
1.0,3.0,1,2.0,600,29.005390000000062
1.0,3.0,2,-1.0,-300,226.86434999999997
1.0,2.0,1,1.0,600,275.7580200000001
1.0,2.0,1,1.0,600,-0.37883999999991147
1.0,2.0,1,1.0,600,100.72440000000006
1.0,3.0,1,2.0,600,-191.84831000000008
1.0,3.0,1,2.0,600,-16.15755000000007
1.0,3.0,1,2.0,600,240.68245
1.0,2.0,1,1.0,600,600.0
1.0,2.0,3,-1.0,-300,38.58294000000001
1.0,2.0,1,1.0,600,286.329876
1.0,2.0,3,-1.0,-300,-84.99504000000002
1.0,2.0,2,-1.0,-300,-396.30592000000007
1.0,4.0,2,-1.0,-300,-327.1557399999999
1.0,3.0,1,2.0,600,47.885640000000066
1.0,2.0,2,-1.0,-300,-71.32855999999998
1.0,2.0,3,-1.0,-300,-107.00702000000001
1.0,2.0,1,1.0,600,193.4622
1.0,2.0,1,1.0,600,362.94656000000003
1.0,2.0,3,-1.0,-300,-152.73451999999997
1.0,2.0,1,1.0,600,394.7605000000001
1.0,5.0,3,-1.0,-300,-135.52998
1.0,2.0,3,-1.0,-300,251.83575
1.0,4.0,2,-1.0,-300,-206.20839999999998
1.0,4.0,1,3.0,600,-94.36870999999996
1.0,2.0,2,-1.0,-300,65.11938000000004
1.0,4.0,1,3.0,600,265.46655
1.0,5.0,2,-1.0,-300,104.97399999999999
1.0,2.0,1,1.0,600,-26.096519999999998
1.0,2.0,1,1.0,600,118.01049
1.0,3.0,3,-1.0,-300,30.850515
1.0,2.0,3,-1.0,-300,24.043409999999994
1.0,3.0,1,2.0,600,132.09846199999998
1.0,3.0,1,2.0,600,118.44743999999994
1.0,2.0,3,-1.0,-300,-199.14429
1.0,2.0,2,-1.0,-300,-48.091019999999986
1.0,3.0,1,2.0,600,-101.03723999999994
1.0,2.0,3,-1.0,-300,-138.64272
1.0,2.0,2,-1.0,-300,-89.5618
1.0,2.0,2,-1.0,-300,172.21069999999997
1.0,2.0,3,-1.0,-300,-55.42475999999999
1.0,3.0,1,2.0,600,172.43418000000003
1.0,2.0,3,-1.0,-300,-149.6096
1.0,2.0,3,-1.0,-300,128.6037
1.0,2.0,2,-1.0,-300,45.55680000000001
1.0,5.0,1,4.0,600,173.26688000000007
1.0,3.0,2,-1.0,-300,-124.72409999999999
1.0,2.0,1,1.0,600,194.33727000000007
1.0,2.0,1,1.0,600,109.24034999999998
1.0,2.0,1,1.0,600,339.00364
1.0,2.0,1,1.0,600,-29.820870000000014
1.0,2.0,3,-1.0,-300,-59.038062
1.0,2.0,1,1.0,600,414.89869999999996
1.0,2.0,3,-1.0,-300,40.31011200000003
1.0,4.0,1,3.0,600,-150.91429000000005
1.0,3.0,2,-1.0,-300,34.07952999999998
1.0,3.0,2,-1.0,-300,-53.02704
1.0,2.0,3,-1.0,-300,-300.0
1.0,2.0,3,-1.0,-300,1.5378000000000043
1.0,2.0,2,-1.0,-300,-149.83896000000001
1.0,2.0,2,-1.0,-300,167.75626000000005
1.0,2.0,1,1.0,600,137.25549999999996
1.0,3.0,1,2.0,600,198.57059
1.0,5.0,2,-1.0,-300,-300.0
1.0,5.0,3,-1.0,-300,-106.24614200000002
1.0,3.0,1,2.0,600,316.4919
1.0,3.0,2,-1.0,-300,47.58558000000005
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,3,-1.0,-300,134.97285
1.0,2.0,3,-1.0,-300,152.054305
1.0,3.0,2,-1.0,-300,36.913889999999896
1.0,3.0,1,2.0,600,594.0613
1.0,3.0,2,-1.0,-300,109.68768
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,1,1.0,600,115.65457999999997
1.0,2.0,2,-1.0,-300,-107.56832
1.0,2.0,2,-1.0,-300,16.430599999999977
1.0,3.0,2,-1.0,-300,-1.8382200000000068
1.0,2.0,3,-1.0,-300,189.4044
1.0,3.0,2,-1.0,-300,-185.61189000000002
1.0,2.0,2,-1.0,-300,-256.60652
1.0,3.0,2,-1.0,-300,117.71474000000006
1.0,3.0,2,-1.0,-300,-812.0370800000001
1.0,3.0,3,-1.0,-300,-300.0
1.0,3.0,2,-1.0,-300,184.58984
1.0,4.0,3,-1.0,-300,-300.0
1.0,3.0,1,2.0,600,292.9615499999999
1.0,3.0,1,2.0,600,247.25936000000002
1.0,5.0,2,-1.0,-300,-0.9301800000000071
1.0,2.0,2,-1.0,-300,-750.12114
1.0,2.0,3,-1.0,-300,-13.520690000000002
1.0,4.0,3,-1.0,-300,9.202868000000024
1.0,3.0,2,-1.0,-300,-300.0
1.0,4.0,3,-1.0,-300,-20.01976000000002
1.0,2.0,1,1.0,600,600.0
1.0,3.0,1,2.0,600,287.8931
1.0,3.0,1,2.0,600,412.14827
1.0,2.0,2,-1.0,-300,-32.90194000000008
1.0,10.0,3,-1.0,-300,123.66692
1.0,3.0,3,-1.0,-300,-55.64032499999999
1.0,2.0,2,-1.0,-300,-300.0
1.0,3.0,3,-1.0,-300,-182.90022
1.0,2.0,3,-1.0,-300,-17.370900000000006
1.0,3.0,1,2.0,600,402.78312000000005
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,1,1.0,600,48.10372000000004
1.0,2.0,2,-1.0,-300,-184.83143
1.0,2.0,1,1.0,600,386.72236999999996
1.0,2.0,2,-1.0,-300,-34.38495
1.0,3.0,2,-1.0,-300,249.06744
1.0,2.0,1,1.0,600,369.37845500000014
1.0,3.0,1,2.0,600,551.39687
1.0,2.0,2,-1.0,-300,361.7288
1.0,3.0,2,-1.0,-300,-178.04672
1.0,2.0,2,-1.0,-300,-357.2461440000001
1.0,2.0,1,1.0,600,455.2862
1.0,2.0,2,-1.0,-300,44.69952000000001
1.0,3.0,1,2.0,600,356.05800000000005
1.0,2.0,3,-1.0,-300,109.149045
1.0,2.0,3,-1.0,-300,191.61599999999999
1.0,3.0,2,-1.0,-300,113.27812
1.0,2.0,1,1.0,600,-226.42275999999995
1.0,3.0,2,-1.0,-300,-123.90730199999999
1.0,3.0,1,2.0,600,322.632
1.0,2.0,1,1.0,600,520.1952
1.0,2.0,1,1.0,600,-236.70440000000002
1.0,2.0,3,-1.0,-300,66.30372
1.0,3.0,2,-1.0,-300,-140.14305000000002
1.0,10.0,2,-1.0,-300,-48.54254
1.0,3.0,1,2.0,600,304.89641000000006
1.0,2.0,1,1.0,600,274.60242
1.0,2.0,3,-1.0,-300,-248.25812999999997
1.0,2.0,2,-1.0,-300,60.91332000000003
1.0,2.0,1,1.0,600,299.71774500000004
1.0,3.0,1,2.0,600,-28.630380000000088
1.0,3.0,2,-1.0,-300,-87.5975
1.0,2.0,2,-1.0,-300,64.03834999999998
1.0,3.0,2,-1.0,-300,-147.7493599999999
1.0,2.0,2,-1.0,-300,-102.81020999999998
1.0,3.0,1,2.0,600,487.24258000000003
1.0,2.0,2,-1.0,-300,79.29222000000004
1.0,2.0,1,1.0,600,642.09484
1.0,2.0,1,1.0,600,-6.253929999999997
1.0,2.0,3,-1.0,-300,11.87484000000001
1.0,3.0,1,2.0,600,600.0
1.0,10.0,1,9.0,600,374.16481999999996
1.0,2.0,2,-1.0,-300,-11.000880000000052
1.0,2.0,2,-1.0,-300,-16.369920000000036
1.0,2.0,3,-1.0,-300,-61.157399999999996
1.0,2.0,3,-1.0,-300,-157.22184000000001
1.0,2.0,2,-1.0,-300,-99.60929999999999
1.0,2.0,3,-1.0,-300,-55.590599999999995
1.0,2.0,1,1.0,600,-292.19246000000004
1.0,3.0,3,-1.0,-300,-84.913635
1.0,5.0,1,4.0,600,-150.7231
1.0,5.0,3,-1.0,-300,-99.82916999999996
1.0,2.0,2,-1.0,-300,57.31245000000001
1.0,2.0,2,-1.0,-300,21.417400000000015
1.0,2.0,2,-1.0,-300,-135.52744
1.0,3.0,3,-1.0,-300,-99.98032
1.0,3.0,1,2.0,600,223.21018
1.0,3.0,2,-1.0,-300,-109.05744000000001
1.0,2.0,3,-1.0,-300,-62.201100000000025
1.0,2.0,1,1.0,600,74.83402000000001
1.0,2.0,2,-1.0,-300,-291.19611999999995
1.0,2.0,2,-1.0,-300,-33.16908999999998
1.0,2.0,2,-1.0,-300,-300.0
1.0,2.0,3,-1.0,-300,-121.01188000000002
1.0,2.0,2,-1.0,-300,-278.13354000000004
1.0,4.0,2,-1.0,-300,-204.70059200000003
1.0,4.0,2,-1.0,-300,39.42860000000002
1.0,3.0,2,-1.0,-300,260.5256529999999
1.0,3.0,3,-1.0,-300,14.367950000000008
1.0,2.0,1,1.0,600,-3.3802499999999327
1.0,10.0,1,9.0,600,490.30760000000004
1.0,2.0,2,-1.0,-300,-35.620299999999986
1.0,2.0,3,-1.0,-300,-24.373829999999998
1.0,2.0,2,-1.0,-300,-103.71089999999998
1.0,2.0,1,1.0,600,49.75746000000004
1.0,2.0,2,-1.0,-300,110.43678000000006
1.0,3.0,1,2.0,600,363.5543799999999
1.0,2.0,2,-1.0,-300,-242.62040000000002
1.0,5.0,1,4.0,600,585.08524
1.0,2.0,3,-1.0,-300,34.55594000000002
1.0,3.0,1,2.0,600,518.4178
1.0,2.0,2,-1.0,-300,-424.51200000000006
1.0,2.0,2,-1.0,-300,-292.46295
1.0,2.0,2,-1.0,-300,-90.203328
1.0,4.0,2,-1.0,-300,56.66878999999997
1.0,2.0,2,-1.0,-300,-681.98756
1.0,2.0,2,-1.0,-300,127.91023999999999
1.0,3.0,2,-1.0,-300,118.18347999999997
1.0,3.0,3,-1.0,-300,-191.9676
1.0,3.0,2,-1.0,-300,-42.90064000000001
1.0,4.0,1,3.0,600,30.71411999999998
1.0,4.0,3,-1.0,-300,-183.727875
1.0,2.0,3,-1.0,-300,-59.611819999999994
1.0,2.0,3,-1.0,-300,-41.56520000000002
1.0,2.0,1,1.0,600,458.11892
1.0,2.0,1,1.0,600,17.943254000000024
1.0,3.0,2,-1.0,-300,75.65182199999998
1.0,3.0,1,2.0,600,31.38664000000003
1.0,3.0,3,-1.0,-300,-76.46495999999999
1.0,5.0,2,-1.0,-300,151.39887000000002
1.0,2.0,2,-1.0,-300,43.053143999999975
1.0,2.0,1,1.0,600,-256.24129999999997
1.0,3.0,1,2.0,600,498.9602800000001
1.0,2.0,3,-1.0,-300,-63.93582000000001
1.0,3.0,2,-1.0,-300,-300.0
1.0,3.0,3,-1.0,-300,-300.0
1.0,2.0,2,-1.0,-300,-139.51765
1.0,2.0,2,-1.0,-300,33.502580000000016
5.0,2.0,3,-5.0,-300,-300.0
1.0,2.0,1,1.0,600,294.4698
1.0,2.0,3,-1.0,-300,-42.49016
1.0,4.0,3,-1.0,-300,90.41038999999999
1.0,3.0,1,2.0,600,238.4378999999999
1.0,2.0,1,1.0,600,-222.864114
1.0,2.0,3,-1.0,-300,115.78103999999996
1.0,3.0,2,-1.0,-300,326.30240499999985
1.0,2.0,3,-1.0,-300,77.96377999999999
1.0,2.0,1,1.0,600,45.100109999999916
1.0,2.0,2,-1.0,-300,-258.64785599999993
1.0,5.0,1,4.0,600,372.1434
1.0,2.0,2,-1.0,-300,50.66881799999999
1.0,2.0,3,-1.0,-300,221.41139999999996
1.0,3.0,1,2.0,600,463.33
1.0,5.0,1,4.0,600,720.415942
1.0,2.0,2,-1.0,-300,369.12840000000006
1.0,2.0,1,1.0,600,329.8061
1.0,10.0,1,9.0,600,452.81764
1.0,3.0,3,-1.0,-300,-61.011000000000024
1.0,2.0,2,-1.0,-300,-192.86624
1.0,3.0,2,-1.0,-300,-111.71652
1.0,2.0,2,-1.0,-300,21.460039999999992
1.0,2.0,3,-1.0,-300,-172.74882
1.0,4.0,1,3.0,600,-32.39749999999992
1.0,2.0,3,-1.0,-300,-147.23493
1.0,2.0,2,-1.0,-300,-202.86375999999996
1.0,2.0,2,-1.0,-300,-192.64437999999998
1.0,2.0,1,1.0,600,296.54904
1.0,2.0,2,-1.0,-300,-88.68400000000003
1.0,2.0,2,-1.0,-300,-184.84423999999996
1.0,3.0,3,-1.0,-300,-145.151328
1.0,2.0,3,-1.0,-300,14.310874000000041
1.0,3.0,3,-1.0,-300,-300.0
1.0,5.0,3,-1.0,-300,-107.26800799999998
1.0,2.0,2,-1.0,-300,-299.97069
1.0,2.0,1,1.0,600,446.01225000000005
1.0,3.0,1,2.0,600,402.6721
1.0,2.0,2,-1.0,-300,-28.70028000000002
1.0,3.0,2,-1.0,-300,-70.00119999999998
1.0,2.0,3,-1.0,-300,79.04479500000002
1.0,3.0,1,2.0,600,537.430352
1.0,4.0,3,-1.0,-300,-142.14992
1.0,2.0,2,-1.0,-300,-117.412
1.0,4.0,2,-1.0,-300,-300.0
1.0,4.0,1,3.0,600,198.51331500000006
1.0,3.0,1,2.0,600,586.5502899999999
1.0,3.0,1,2.0,600,-29.343260000000043
1.0,4.0,2,-1.0,-300,-300.0
1.0,5.0,1,4.0,600,270.6998500000001
1.0,2.0,1,1.0,600,-121.6062
1.0,2.0,1,1.0,600,-357.4533399999999
1.0,2.0,2,-1.0,-300,-300.0
1.0,3.0,1,2.0,600,25.453282000000016
1.0,2.0,3,-1.0,-300,-117.69635000000002
1.0,4.0,2,-1.0,-300,-108.41384800000003
1.0,2.0,1,1.0,600,-114.10275200000004
1.0,4.0,1,3.0,600,150.61
1.0,2.0,1,1.0,600,23.655630000000002
1.0,4.0,1,3.0,600,83.47056000000003
1.0,2.0,1,1.0,600,-156.29928
1.0,3.0,1,2.0,600,343.02608
